"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","key_mode","playlist_name","playlist_img","track_name","artist_name","album_name","album_img","track_added_at"
0.573,0.31,"D#",-11.134,"major",0.296,0.94,5.65e-06,0.198,0.764,177.601,"3RD0PGolM0mETGHaprwgMn",233930,4,"D# major","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Culpables","Manuel Turizo","Culpables","https://i.scdn.co/image/fd5d0b1f880f6db783a23da4a3c04a944f18d72a",1970-01-01
0.681,0.788,"C#",-4.323,"major",0.0785,0.0482,0,0.0753,0.839,170.019,"1j6xOGusnyXq3l6IryKF3G",220117,4,"C# major","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21","Ubuntu","https://i.scdn.co/image/aeefddf798ccdb14989e36716bbf40a3de92adc8",1970-01-01
0.878,0.555,"C#",-7.639,"minor",0.202,0.138,1.34e-06,0.151,0.751,88.029,"0r9d60ZYPAlFHq8qnUtkXN",190909,4,"C# minor","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Madura (feat. Bad Bunny)","Cosculluela","Madura (feat. Bad Bunny)","https://i.scdn.co/image/586f15240d777e8adac7815572e8d9fceb01a36a",1970-01-01
0.793,0.557,"A",-5.618,"minor",0.1,0.831,4.45e-06,0.103,0.468,120.118,"7glCSQqV5o6NU88Cn4zPZn",208080,4,"A minor","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Estamos Bien","Bad Bunny","Estamos Bien","https://i.scdn.co/image/935c7d4163c1b27f886819be94264367579c05aa",1970-01-01
0.653,0.859,"C",-3.048,"major",0.0449,0.212,0,0.111,0.705,174.037,"33b2wX9d0kxqxhi7lcsC1A",218387,4,"C major","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Unica","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01
0.692,0.497,"D",-7.316,"major",0.119,0.676,0,0.259,0.475,81.308,"4pbJqGIASGPr0ZpGpnWkDn",122067,4,"D major","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","We Will Rock You - Remastered","Queen","News Of The World (2011 Remaster)","https://i.scdn.co/image/21909c383158fa96cdaaa13df21c046025004a6b",1970-01-01
0.559,0.868,"F",-5.276,"major",0.17,0.0475,0.000176,0.776,0.609,156.295,"5T8EDUDqKcs6OSOwEsfqG7",209413,4,"F major","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Don't Stop Me Now - Remastered","Queen","Jazz (2011 Remaster)","https://i.scdn.co/image/1c53c16125177f36662ae1a4945e04c3835d789b",1970-01-01
0.69,0.973,"D",-3.588,"major",0.0492,0.126,0,0.101,0.772,143.957,"1mlGScrDQqHqmhdIqE8MmA",231533,4,"D major","Costa Rica Top 50","https://charts-images.scdn.co/REGIONAL_CR_DEFAULT.jpg","Besos En Guerra","Morat","Balas Perdidas","https://i.scdn.co/image/58083704c1298ffca8acedc02c86d237c1bab0d9",1970-01-01
0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,"2rPE9A1vEgShuZxxzR2tZH",207333,4,"C# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","thank u, next","Ariana Grande","thank u, next","https://i.scdn.co/image/37bbb4711235a0128db66a66074321d3c2ef2ff7",1970-01-01
0.566,0.769,"G",-4.342,"major",0.0872,0.0183,0,0.108,0.385,170.036,"5sbooPcNgIE22DwO0VNGUJ",191100,4,"G major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","POP/STARS","K/DA","POP/STARS","https://i.scdn.co/image/bee679faf04ebe0a7b313e331f1794f60073b860",1970-01-01
0.678,0.729,"G#",-4.188,"major",0.137,0.0658,0,0.303,0.643,99.895,"13hvHEstJ4sNbzdroPrPI3",189173,4,"G# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Kiss and Make Up","Dua Lipa","Dua Lipa (Complete Edition)","https://i.scdn.co/image/0ef6a7bf14ecd33bc44ea361c2e15c207be1c9a7",1970-01-01
0.572,0.385,"G",-6.362,"major",0.0308,0.371,0,0.231,0.323,95.799,"2VxeLyX666F8uXCJ0dZF8B",215733,4,"G major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Shallow","Lady Gaga","A Star Is Born Soundtrack","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01
0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,"5p7ujcrUXASCNwRaWNHR1C",201661,4,"F# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Without Me","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01
0.553,0.502,"C",-5.972,"major",0.0409,0.299,0,0.764,0.296,129.976,"2rbDhOo9Fh61Bbu23T2qCk",210200,4,"C major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Always Remember Us This Way","Lady Gaga","A Star Is Born Soundtrack (Without Dialogue)","https://i.scdn.co/image/c58764827434c5471f944b0700ab98fd3d0bd5a7",1970-01-01
0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,"7fa9MBXhVfQ8P8Df9OEbD8",235545,4,"C major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Girls Like You (feat. Cardi B)","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",1970-01-01
0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,"1A6OTy97kk0mMdm78rHsm8",158053,4,"D major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",1970-01-01
0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,"6zeeWid2sgw4lap2jV61PZ",229320,4,"C minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Better","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01
0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,"4w8niZpiMy6qz1mntFA5uM",212500,4,"C# minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01
0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,"14JzyD6FlBD5z0wV5P07YI",199931,3,"C# minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","when the party's over","Billie Eilish","when the party's over","https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072",1970-01-01
0.694,0.724,"A",-5.45,"minor",0.0424,0.0302,2.02e-06,0.126,0.287,104.943,"2LskIZrCeLxRvCiGP8gxlh",198903,4,"A minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","Arms Around You (feat. Maluma & Swae Lee)","https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8",1970-01-01
0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,"25sgk305KZfyuqVBQIahim",187436,4,"C# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Sweet but Psycho","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",1970-01-01
0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,"2dpaYNEQHiRxtZbfNsse99",214290,4,"F major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Happier","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01
0.757,0.849,"F",-3.424,"minor",0.0536,0.173,0,0.0878,0.826,150.036,"6rrTr2HEAzlpC4KWZxF3S1",228207,4,"F minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Woman Like Me (feat. Nicki Minaj)","Little Mix","Woman Like Me (feat. Nicki Minaj)","https://i.scdn.co/image/b57ec23c22bf7b418a97f7b50401e4f99a6b293a",1970-01-01
0.825,0.652,"C#",-3.183,"minor",0.0802,0.581,0,0.0931,0.931,95.977,"7qiZfU4dY1lWllzX7mPBI3",233713,4,"C# minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Shape of You","Ed Sheeran","÷ (Deluxe)","https://i.scdn.co/image/e6a84983ed9b0a04ce633b021329f7df034e7c7c",1970-01-01
0.553,0.586,"B",-6.319,"major",0.0362,0.697,0,0.0813,0.443,126.684,"3EPXxR3ImUwfayaurPi3cm",196373,4,"B major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Be Alright","Dean Lewis","Be Alright","https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69",1970-01-01
0.56,0.68,"F#",-7.648,"minor",0.321,0.555,0,0.116,0.319,89.391,"0d2iYfpKoM0QCKvcLCkBao",173800,4,"F# minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","https://i.scdn.co/image/cf7982ed224572c39f5a69016fb36d0706813f9e",1970-01-01
0.626,0.88,"A",-2.384,"minor",0.0504,0.205,0,0.128,0.534,95.079,"08bNPGLD8AhKpnnERrAc6G",202621,4,"A minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","FRIENDS","Marshmello","FRIENDS","https://i.scdn.co/image/ab9e1e2e78d4f25e10364403dc13d7cffded6daf",1970-01-01
0.68,0.563,"A#",-5.843,"major",0.0454,0.354,0,0.136,0.374,145.028,"7dt6x5M1jzdTEt8oCbisTK",231267,4,"A# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Better Now","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/142eccafbd4305f6d4325832076527f8d50d50ef",1970-01-01
0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,"0Dn40gxVCMo5TkgS8Ik18Q",196400,4,"E minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Falling Down","Lil Peep","Falling Down","https://i.scdn.co/image/f3283815bee8f5fe3c721cbcc59757e45642118d",1970-01-01
0.901,0.522,"D",-8.304,"major",0.33,0.0114,0,0.259,0.329,104.053,"4S8d14HvHb70ImctNgVzQQ",127947,4,"D major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","I Love It (& Lil Pump)","Kanye West","I Love It","https://i.scdn.co/image/67a6a4e49285e1983e771811fcb463b4422d0e5d",1970-01-01
0.397,0.396,"D#",-9.91,"major",0.05,0.254,0,0.268,0.227,142.913,"7tFiyTwD0nx5a1eklYtX2J",354320,4,"D# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (Deluxe Remastered Version)","https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5",1970-01-01
0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,"6xtcFXSo8H9BZN637BMVKS",190000,4,"A# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Let You Love Me","Rita Ora","Let You Love Me","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",1970-01-01
0.781,0.768,"B",-5.991,"major",0.0394,0.0119,4.91e-06,0.325,0.486,123.07,"5N5k9nd479b1xpDZ4usjrg",213309,4,"B major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Promises (with Sam Smith)","Calvin Harris","Promises (with Sam Smith)","https://i.scdn.co/image/b0875765de11e1b6bdfbdd07c2de72e65c02f524",1970-01-01
0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,"0E9ZjEAyAwOXZ7wJC0PD33",184560,4,"F# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","In My Mind","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01
0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,"1rqqCSm0Qe4I9rUvWncaom",190947,4,"F major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","High Hopes","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/9604c5c3042af4d85e37eeaff3cfc41e9dd45d28",1970-01-01
0.672,0.735,"F",-4.733,"major",0.0457,0.286,0,0.242,0.754,115.741,"4ofwffwvvnbSkrMSCKQDaC",201287,4,"F major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Shotgun","George Ezra","Staying at Tamara's","https://i.scdn.co/image/caf848886b4cd05003fb342f928b64ea09b305f3",1970-01-01
0.448,0.612,"D",-6.106,"major",0.0708,0.216,0,0.08,0.213,97.773,"4zIO3ilp5HvTeK3HJHxhMP",189467,4,"D major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Natural","Imagine Dragons","Natural","https://i.scdn.co/image/ba84e8818dff75f6901f951c54d39a543be6f357",1970-01-01
0.749,0.794,"C",-5.063,"major",0.064,0.0193,0,0.543,0.46,135.959,"2SL6oP2YAEQbqsrkOzRGO4",269554,4,"C major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Venom - Music From The Motion Picture","Eminem","Kamikaze","https://i.scdn.co/image/c932b53e6f13a45f32bc357303c56eb52ecc28fb",1970-01-01
0.697,0.683,"C#",-2.881,"minor",0.117,0.0372,0,0.137,0.603,96.133,"2BgEsaKNfHUdlh97KmvFyo",186987,4,"C# minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","2002","Anne-Marie","Speak Your Mind (Deluxe)","https://i.scdn.co/image/d9097ed176634a7c0e9cdbb88730d984c7390d65",1970-01-01
0.693,0.575,"A",-6.998,"major",0.0801,0.374,0,0.252,0.492,117.999,"14sOS5L36385FJ3OL8hew4",211362,4,"A major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Happy Now (feat. Sandro Cavazza)","Kygo","Happy Now (feat. Sandro Cavazza)","https://i.scdn.co/image/4c3c7043fcc1a585cdd54907280521bc7e5341bf",1970-01-01
0.69,0.784,"C#",-4.653,"major",0.032,0.323,0,0.203,0.669,106.066,"3u1S1OmAUhx5DRlLrXqyp3",194408,4,"C# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Rise","Jonas Blue","Rise","https://i.scdn.co/image/24686f4ddeb3be3f291e72e5b060c2f5ec7a124a",1970-01-01
0.592,0.691,"D#",-8.354,"major",0.196,0.156,9.78e-06,0.418,0.0796,99.976,"63SevszngYpZOwf63o61K4",156600,4,"D# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Nevermind","Dennis Lloyd","Nevermind","https://i.scdn.co/image/b3394b0177e4cfdabcd64255291a1c6cb822d8be",1970-01-01
0.681,0.709,"D#",-5.808,"major",0.0371,0.29,0,0.0979,0.456,114.02,"4M3FO0ji6Lc8vwD1sgf1nc",193320,4,"D# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Born To Be Yours","Kygo","KYGO HITS COLLECTION 2018 - JAPAN ONLY EDITION","https://i.scdn.co/image/778feb0d6722c03356138cb959e12f6553c54947",1970-01-01
0.737,0.636,"B",-4.546,"minor",0.0437,0.0441,6.66e-05,0.35,0.565,105.005,"6kPJZM97LwdG9QIsT7khp6",222653,4,"B minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Solo (feat. Demi Lovato)","Clean Bandit","Solo (feat. Demi Lovato)","https://i.scdn.co/image/cafe96b4ba24bce00638ddff06470f3a6a039581",1970-01-01
0.383,0.637,"D#",-6.993,"major",0.0703,0.0722,0,0.368,0.0827,177.913,"1erDNx55IWAE9OYuBTRYgc",260773,4,"D# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Bad Liar","Imagine Dragons","Bad Liar","https://i.scdn.co/image/7d9411140fd7781152288091437b05102535b503",1970-01-01
0.933,0.528,"F",-6.472,"minor",0.161,0.112,0.312,0.163,0.754,109.967,"5vdp5UmvTsnMEMESIF2Ym7",214653,4,"F minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Another One Bites The Dust - Remastered 2011","Queen","The Game (2011 Remaster)","https://i.scdn.co/image/6650028fd722f903a9e8ed1d4d7ff17a665a1405",1970-01-01
0.774,0.694,"A",-6.058,"major",0.227,0.396,0,0.118,0.566,145.014,"6xGfVuDStonGtWRxJI1xeY",241655,4,"A major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Cesta","Lvcas Dope","Diamant","https://i.scdn.co/image/2513d9406e27bdcf613368a7f2638eded1218f42",1970-01-01
0.533,0.638,"A#",-9.411,"major",0.0636,0.0385,0.000932,0.0758,0.324,135.056,"04cB1RXKfacmrsunSXTepQ",207587,4,"A# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Life is Beautiful","Lil Peep","Life is Beautiful","https://i.scdn.co/image/2231b36a70b54f6702a123726158b1ddbcf6bf26",1970-01-01
0.638,0.679,"E",-5.278,"major",0.0425,0.0016,0.00655,0.121,0.596,81.045,"5ftQSVAHs7iqULWKQn0fjK",181880,4,"E major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Machine","Imagine Dragons","Machine","https://i.scdn.co/image/75011c231c49a8ea074c979bfa718cee49a798ca",1970-01-01
0.671,0.712,"D",-7.815,"major",0.0476,0.429,0,0.103,0.462,113.805,"2fuCquhmrzHpu5xcA1ci9x",248440,4,"D major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Under Pressure - Remastered","Queen","Hot Space (2011 Remaster)","https://i.scdn.co/image/512acb5faa3eec4e312e96541c5cf85b1b1b9ebb",1970-01-01
0.492,0.676,"G#",-6.861,"major",0.0516,0.172,0,0.239,0.412,110.232,"6cFZ4PLC19taNlpl9pbGMf",296493,3,"G# major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Somebody To Love - Remastered 2011","Queen","A Day At The Races (Deluxe Remastered Version)","https://i.scdn.co/image/af9df8f2f829fb16e1ca206444cc8c87c5862d0f",1970-01-01
0.776,0.78,"A#",-4.374,"minor",0.128,0.0622,0,0.081,0.666,124.949,"0pqnGHJpmpxLKifKRmU6WP",204347,4,"A# minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Believer","Imagine Dragons","Evolve","https://i.scdn.co/image/5232b1dcb43188537b7f9f1e77cad1f9a38870d1",1970-01-01
0.587,0.535,"F",-6.09,"minor",0.0898,0.117,6.56e-05,0.131,0.14,159.847,"0e7ipj03S05BNilyu5bRzt",218147,4,"F minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","rockstar (feat. 21 Savage)","Post Malone","beerbongs & bentleys","https://i.scdn.co/image/142eccafbd4305f6d4325832076527f8d50d50ef",1970-01-01
0.559,0.868,"F",-5.276,"major",0.17,0.0475,0.000176,0.776,0.609,156.295,"5T8EDUDqKcs6OSOwEsfqG7",209413,4,"F major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Don't Stop Me Now - Remastered","Queen","Jazz (2011 Remaster)","https://i.scdn.co/image/1c53c16125177f36662ae1a4945e04c3835d789b",1970-01-01
0.378,0.963,"F",-3.911,"minor",0.0682,0.00882,0.00357,0.294,0.16,103.406,"0tp6mwUt99QnfY95T30Lqj",183519,3,"F minor","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Blah Blah Blah","Armin van Buuren","Blah Blah Blah","https://i.scdn.co/image/12da4717c24d08e19aedac2d42b9b9af1f8ca564",1970-01-01
0.605,0.822,"C",-4.833,"major",0.0438,0.00671,0.134,0.147,0.288,167.997,"1zB4vmk8tFRmM9UULNzbLB",187147,4,"C major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Thunder","Imagine Dragons","Evolve","https://i.scdn.co/image/5232b1dcb43188537b7f9f1e77cad1f9a38870d1",1970-01-01
0.539,0.852,"F",-5.79,"major",0.119,0.0304,0,0.168,0.66,81.87,"7nLZ336nDC44S0CCXcCBJm",178125,4,"F major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Cizí zeď","ONEMANSHOW Foundation","Cizí zeď","https://i.scdn.co/image/70e333059c50ef79bb5bfaa1363e012693d24cca",1970-01-01
0.689,0.625,"G",-9.559,"major",0.186,0.228,1.24e-06,0.178,0.0786,150.055,"7Kk3JdKFFQv1YN2hluyx1J",159650,4,"G major","Czech Republic Top 50","https://charts-images.scdn.co/REGIONAL_CZ_DEFAULT.jpg","Sedm","Nik Tendo","7","https://i.scdn.co/image/9849347b68ea2d51267f2be7c0e0f3606c30eb1e",1970-01-01
0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,"2rPE9A1vEgShuZxxzR2tZH",207333,4,"C# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","thank u, next","Ariana Grande","thank u, next","https://i.scdn.co/image/37bbb4711235a0128db66a66074321d3c2ef2ff7",1970-01-01
0.678,0.729,"G#",-4.188,"major",0.137,0.0658,0,0.303,0.643,99.895,"13hvHEstJ4sNbzdroPrPI3",189173,4,"G# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Kiss and Make Up","Dua Lipa","Dua Lipa (Complete Edition)","https://i.scdn.co/image/0ef6a7bf14ecd33bc44ea361c2e15c207be1c9a7",1970-01-01
0.752,0.488,"F#",-7.05,"major",0.0705,0.297,9.11e-06,0.0936,0.533,136.041,"5p7ujcrUXASCNwRaWNHR1C",201661,4,"F# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Without Me","Halsey","Without Me","https://i.scdn.co/image/dd916d01780a9591c8a02944fa06aaf30ca3e374",1970-01-01
0.753,0.498,"D",-5.61,"major",0.0504,0.551,0,0.0706,0.927,89.95,"1A6OTy97kk0mMdm78rHsm8",158053,4,"D major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89",1970-01-01
0.596,0.552,"C",-10.278,"minor",0.097,0.0765,0.334,0.104,0.112,97.949,"6zeeWid2sgw4lap2jV61PZ",229320,4,"C minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Better","Khalid","Suncity","https://i.scdn.co/image/745289626882a42ef6e89ccc2ea06110518fb23c",1970-01-01
0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,"4w8niZpiMy6qz1mntFA5uM",212500,4,"C# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01
0.538,0.409,"A",-6.581,"minor",0.0505,0.172,0,0.11,0.265,171.838,"3id2EVGKc3eFAMn9nFnB0r",205440,4,"A minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Love Someone","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.498,0.104,"C#",-14.08,"minor",0.0621,0.979,7.86e-05,0.0895,0.205,124.001,"14JzyD6FlBD5z0wV5P07YI",199931,3,"C# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","when the party's over","Billie Eilish","when the party's over","https://i.scdn.co/image/b322fdd64bf41d292684ca57a919d5fc9c537072",1970-01-01
0.694,0.724,"A",-5.45,"minor",0.0424,0.0302,2.02e-06,0.126,0.287,104.943,"2LskIZrCeLxRvCiGP8gxlh",198903,4,"A minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","Arms Around You (feat. Maluma & Swae Lee)","https://i.scdn.co/image/beed5edf4331ac27c2095a04ca51d84cc25133f8",1970-01-01
0.719,0.704,"C#",-4.724,"major",0.0476,0.0691,0,0.166,0.628,133.002,"25sgk305KZfyuqVBQIahim",187436,4,"C# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Sweet but Psycho","Ava Max","Sweet but Psycho","https://i.scdn.co/image/9f92262af6d017302030d673f2826260b777edaf",1970-01-01
0.687,0.792,"F",-2.749,"major",0.0452,0.191,0,0.167,0.671,100.015,"2dpaYNEQHiRxtZbfNsse99",214290,4,"F major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Happier","Marshmello","Happier","https://i.scdn.co/image/13e7cea6399eaaf6cc7ead76e9582f8a9e37dbff",1970-01-01
0.553,0.586,"B",-6.319,"major",0.0362,0.697,0,0.0813,0.443,126.684,"3EPXxR3ImUwfayaurPi3cm",196373,4,"B major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Be Alright","Dean Lewis","Be Alright","https://i.scdn.co/image/294631ce16704eb6e6d63c8201bb07f43397ce69",1970-01-01
