"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","key_mode","playlist_name","playlist_img","track_name","artist_name","album_name","album_img","track_added_at"
0.56,0.68,"F#",-7.648,"minor",0.321,0.555,0,0.116,0.319,89.391,"0d2iYfpKoM0QCKvcLCkBao",173800,4,"F# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Eastside (with Halsey & Khalid)","benny blanco","Eastside (with Halsey & Khalid)","https://i.scdn.co/image/cf7982ed224572c39f5a69016fb36d0706813f9e",1970-01-01
0.834,0.73,"G#",-3.714,"major",0.222,0.00513,0,0.124,0.446,155.008,"2xLMifQCjDGFmkHkpNLD9h",312820,4,"G# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","SICKO MODE","Travis Scott","ASTROWORLD","https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17",1970-01-01
0.826,0.615,"G#",-7.979,"minor",0.219,0.071,0,0.0965,0.543,98.056,"7l3E7lcozEodtVsSTCkcaA",225199,4,"G# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","ZEZE (feat. Travis Scott & Offset)","Kodak Black","ZEZE (feat. Travis Scott & Offset)","https://i.scdn.co/image/7f8b5350c0f6b6fd754fb50d049a813067437566",1970-01-01
0.511,0.566,"F#",-7.23,"minor",0.2,0.349,0,0.34,0.218,83.903,"0s3nnoMeVWz3989MkNQiRf",239836,4,"F# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Lucid Dreams","Juice WRLD","Goodbye & Good Riddance","https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad",1970-01-01
0.669,0.574,"E",-6.442,"minor",0.0286,0.0175,0.00294,0.146,0.273,120.013,"0Dn40gxVCMo5TkgS8Ik18Q",196400,4,"E minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Falling Down","Lil Peep","Falling Down","https://i.scdn.co/image/f3283815bee8f5fe3c721cbcc59757e45642118d",1970-01-01
0.901,0.522,"D",-8.304,"major",0.33,0.0114,0,0.259,0.329,104.053,"4S8d14HvHb70ImctNgVzQQ",127947,4,"D major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","I Love It (& Lil Pump)","Kanye West","I Love It","https://i.scdn.co/image/67a6a4e49285e1983e771811fcb463b4422d0e5d",1970-01-01
0.665,0.699,"B",-5.265,"major",0.0578,0.423,0,0.0969,0.585,124.896,"5tAa8Uaqr4VvA3693mbIhU",190932,4,"B major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Ruin My Life","Zara Larsson","Ruin My Life","https://i.scdn.co/image/8b27a24ee5d5d0ba7c172508718cf10941226535",1970-01-01
0.531,0.854,"A#",-3.149,"major",0.198,0.288,0,0.0773,0.456,94.419,"6xtcFXSo8H9BZN637BMVKS",190000,4,"A# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Let You Love Me","Rita Ora","Let You Love Me","https://i.scdn.co/image/47841a865a85ae39da440a1346e56190bf035d02",1970-01-01
0.781,0.768,"B",-5.991,"major",0.0394,0.0119,4.91e-06,0.325,0.486,123.07,"5N5k9nd479b1xpDZ4usjrg",213309,4,"B major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Promises (with Sam Smith)","Calvin Harris","Promises (with Sam Smith)","https://i.scdn.co/image/b0875765de11e1b6bdfbdd07c2de72e65c02f524",1970-01-01
0.694,0.77,"F#",-5.335,"major",0.149,0.176,1.1e-05,0.118,0.163,125.905,"0E9ZjEAyAwOXZ7wJC0PD33",184560,4,"F# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","In My Mind","Dynoro","In My Mind","https://i.scdn.co/image/a0b8ff14e272c79221ff1924f109eee9e01432a4",1970-01-01
0.579,0.904,"F",-2.729,"major",0.0618,0.193,0,0.064,0.681,82.014,"1rqqCSm0Qe4I9rUvWncaom",190947,4,"F major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","High Hopes","Panic! At The Disco","Pray For The Wicked","https://i.scdn.co/image/9604c5c3042af4d85e37eeaff3cfc41e9dd45d28",1970-01-01
0.672,0.735,"F",-4.733,"major",0.0457,0.286,0,0.242,0.754,115.741,"4ofwffwvvnbSkrMSCKQDaC",201287,4,"F major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Shotgun","George Ezra","Staying at Tamara's","https://i.scdn.co/image/caf848886b4cd05003fb342f928b64ea09b305f3",1970-01-01
0.752,0.764,"C#",-4.399,"major",0.038,0.0476,9.44e-05,0.0543,0.582,121.958,"7K7MUBCnzgBAvMVW2RTWNs",163216,4,"C# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Body (feat. brando)","Loud Luxury","Body (feat. brando)","https://i.scdn.co/image/c8efa1b49fae6f4c47cc70715174b8f748450f34",1970-01-01
0.596,0.854,"G",-5.114,"minor",0.463,0.0169,0,0.124,0.152,120.274,"2iUXsYOEPhVqEBwsqP70rE",203418,4,"G minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Youngblood","5 Seconds of Summer","Youngblood (Deluxe)","https://i.scdn.co/image/6e6d631b0dcc2e9dc5ea7a0de0f0cf5bd813bbcf",1970-01-01
0.76,0.779,"B",-6.675,"minor",0.092,0.021,3.61e-05,0.186,0.594,151.977,"1wS6eqgFznjq4P11vtBH7k",214877,4,"B minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Uuh (feat. Branco & Kesi)","Benny Jamz","Uuh (feat. Branco & Kesi)","https://i.scdn.co/image/34480f2d377ff6b244b37339270385110b5f55d8",1970-01-01
0.818,0.626,"E",-6.677,"minor",0.0547,0.356,3.22e-05,0.0842,0.357,100.037,"3I2AgUtuZpnjgCXxViiPGX",196297,4,"E minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Bang Bang (feat. NODE)","ZK","Bang Bang (feat. NODE)","https://i.scdn.co/image/c3826d069eec3b971badc3adb6eba86b6d5f0c56",1970-01-01
0.8,0.709,"F#",-5.834,"minor",0.0381,0.238,0,0.119,0.388,127.438,"5vph4KmP15IRBLRPPsLnRo",193520,3,"F# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Not A Damn Thing Changed","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.539,0.599,"E",-6.727,"minor",0.233,0.0563,0,0.14,0.25,84.56,"4zEZYOl9qMNG2bp15WsgLB",258350,4,"E minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Safari (feat. Benny Jamz, Gilli & MellemFingaMuzik)","Molo","Safari (feat. Benny Jamz, Gilli & MellemFingaMuzik)","https://i.scdn.co/image/aaf4ac4f674e4810fd50baf4d57fea30ecf2e401",1970-01-01
0.899,0.532,"A",-6.014,"major",0.0911,0.00431,0,0.102,0.375,95.02,"1zrTET6hil9XNlRcSwRsV1",278944,4,"A major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)","Molo","LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)","https://i.scdn.co/image/8e1b6f6389e97e6978ccdf2298fdd6c4d03ff4c8",1970-01-01
0.76,0.586,"E",-8.341,"minor",0.0491,0.23,6.12e-06,0.123,0.858,115.044,"4jm5AHENFhFjz5m9kXgwQ9",165083,4,"E minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Ka Du Ik","Omar","Ka Du Ik","https://i.scdn.co/image/ac8c9e15c5e4a9d434cb039c92cc7e8ebb18dd1c",1970-01-01
0.389,0.479,"F",-8.029,"major",0.0438,0.256,0,0.124,0.301,152.309,"0UEszsTJ5SezkEQPeAM9S9",208260,4,"F major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Irony","Christopher","Irony","https://i.scdn.co/image/072a7ce140a2eecca6e2988e71de28f38c0eb8c1",1970-01-01
0.658,0.493,"A#",-7.702,"major",0.0303,0.077,0,0.108,0.524,139.829,"0zBceU1TdEwc7tiPHamPv7",191813,4,"A# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Lullaby","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.797,0.813,"C",-4.54,"major",0.17,0.102,0,0.111,0.567,114.098,"3rsu8Ay1iJv58pyC65N2Xu",169998,4,"C major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Stjæle Eller Eje (feat. Gilli & Toko)","AWADA","Stjæle Eller Eje (feat. Gilli & Toko)","https://i.scdn.co/image/b6bf24a8fcd1af771067193e8a4128827fff3b98",1970-01-01
0.775,0.513,"F",-7.653,"minor",0.0613,0.0157,0,0.127,0.585,137.032,"3nkA1BXQFsT1rP2rNzufhh",164004,4,"F minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","KICK (feat. 6ix9ine)","Jimilian","KICK (feat. 6ix9ine)","https://i.scdn.co/image/6cdfd8ace1e51dad02b4d1956dc0b7fe61d74c49",1970-01-01
0.933,0.639,"A#",-4.967,"minor",0.163,0.005,4.48e-06,0.0603,0.336,98.024,"12upFOLFbpQ5nTENWm2Glj",153916,4,"A# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","AMG","MellemFingaMuzik","AMG","https://i.scdn.co/image/9c6eb565ebcbb59582fefdd87bbebe4f1685515a",1970-01-01
0.653,0.419,"A",-7.486,"major",0.0414,0.293,0,0.111,0.366,98.983,"2GUMnvJq9GUWH5d9XRgTeP",183640,4,"A major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","You're Not the Only One (Redemption Song)","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/9e86f9bb5d0c3996301f75694ebe9009ae2e83b2",1970-01-01
0.724,0.751,"G#",-4.144,"minor",0.0703,0.284,1.03e-06,0.0964,0.916,170.004,"4yF9erb9bMUIRXr6QdPgP4",197176,4,"G# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Su Casa","KESI","Su Casa","https://i.scdn.co/image/d8583c40ca93a49ad3cc0962be348cba978c557c",1970-01-01
0.369,0.45,"B",-7.737,"minor",0.0411,0.478,6.97e-06,0.111,0.126,185.961,"2FjrL6kcEegGAh8GKzmapi",192613,3,"B minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Stick Around","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.682,0.787,"B",-4.876,"minor",0.0468,0.215,0,0.119,0.655,91.05,"5Gwn2tyT8CluNxYI930tu7",195947,4,"B minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Crying In The Sun","Faustix","Crying In The Sun","https://i.scdn.co/image/458a50bd29c8d1a671b2d2e2949a7697d630f0f4",1970-01-01
0.705,0.569,"A",-5.897,"major",0.237,0.162,0,0.134,0.436,139.875,"6vOwDZnFovhiJiQEgiePTE",254029,4,"A major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Chopper Tale (feat. Branco & Gilli)","ATYPISK","Chopper Tale (feat. Branco & Gilli)","https://i.scdn.co/image/e1ad95b4c366e7d2f1bc7fe02da9e6c0a57159a7",1970-01-01
0.767,0.508,"F#",-5.016,"minor",0.0457,0.398,0,0.136,0.687,95.97,"2MXUGxXmbI7z13MCPm2fN1",194120,3,"F# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Promise","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.702,0.413,"G#",-8.538,"major",0.0961,0.626,3.96e-05,0.103,0.263,75.832,"6xSSvbqFj0NuuFcpmhrb8o",197747,4,"G# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Everything That Isn't Me","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.837,0.802,"E",-6.507,"minor",0.188,0.0244,0.00874,0.307,0.453,127.008,"7j8K8PE1tO2TvhY15E8ZcD",188273,4,"E minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Oui","Sivas","Oui","https://i.scdn.co/image/be884acb7325dba19aff1b5925877ff852cb0d80",1970-01-01
0.852,0.573,"G#",-6.849,"minor",0.141,0.008,0,0.116,0.801,96.015,"718FFE3JT8bFt0ePGZ3naw",170532,4,"G# minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Helt Fair (feat. ICEKIID)","Citybois","Helt Fair (feat. ICEKIID)","https://i.scdn.co/image/22f2255b394275236058baef8b08bc91ac10ad9d",1970-01-01
0.773,0.741,"C#",-2.626,"major",0.0544,0.0705,0,0.0839,0.943,129.968,"3UtoOVstWvIRvrty74EXWp",193385,4,"C# major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Øjne På Mig","ATYPISK","Øjne På Mig","https://i.scdn.co/image/680ca9b969698b30116a97114bafa86e3bc1c5ae",1970-01-01
0.666,0.546,"B",-6.456,"minor",0.0261,0.556,0,0.0745,0.498,127.116,"1KA0Zt1BSbuMHtjv1FFasD",192693,4,"B minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Dig Og Mig","Hjalmer","Dig Og Mig","https://i.scdn.co/image/f9246f5860b0ba330b368676c04c0db7c22d1f5d",1970-01-01
0.73,0.934,"E",-3.995,"major",0.078,0.168,2.56e-05,0.142,0.758,122.018,"6IIOcnq93QAaKeRX1cs16v",153310,4,"E major","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","No Drama (feat. Craig David)","James Hype","No Drama (feat. Craig David)","https://i.scdn.co/image/4b9bbe2fc45ea65f551adc8fc6a45b5e850edcdf",1970-01-01
0.793,0.697,"F",-6.43,"minor",0.115,0.0522,1.45e-06,0.262,0.554,87.985,"33v8x9hrccmn9y8vcvZEtr",196000,4,"F minor","Denmark Top 50","https://charts-images.scdn.co/REGIONAL_DK_DEFAULT.jpg","Unhappy","Lukas Graham","3 (The Purple Album)","https://i.scdn.co/image/1f3aa7ca1aca391d3abdfbd1c9a3c97f516c5787",1970-01-01
0.724,0.647,"C#",-5.642,"major",0.0658,0.28,0,0.102,0.435,106.96,"2rPE9A1vEgShuZxxzR2tZH",207333,4,"C# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","thank u, next","Ariana Grande","thank u, next","https://i.scdn.co/image/37bbb4711235a0128db66a66074321d3c2ef2ff7",1970-01-01
0.851,0.541,"C",-6.825,"major",0.0505,0.568,0,0.13,0.448,124.959,"7fa9MBXhVfQ8P8Df9OEbD8",235545,4,"C major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Girls Like You (feat. Cardi B)","Maroon 5","Red Pill Blues (Deluxe)","https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f",1970-01-01
0.841,0.798,"C#",-4.206,"minor",0.229,0.153,3.33e-06,0.0618,0.591,95.948,"4w8niZpiMy6qz1mntFA5uM",212500,4,"C# minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","https://i.scdn.co/image/cca02c139eb4270d5e396086329c97c782c7b478",1970-01-01
0.818,0.54,"F#",-6.35,"minor",0.0544,0.0143,0.000512,0.099,0.174,97.064,"116H0KvKr2Zl4RPuVBruDO",210368,4,"F# minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","MIA (feat. Drake)","Bad Bunny","MIA (feat. Drake)","https://i.scdn.co/image/80c0f2b0ad6669f3abd91c6b8e61f61980906b45",1970-01-01
0.632,0.832,"G",-1.948,"minor",0.154,0.048,0,0.0705,0.784,182.184,"7uQmJ1jgNzBpATSoWKSPFu",198933,4,"G minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Ya No Tiene Novio","Sebastian Yatra","Ya No Tiene Novio","https://i.scdn.co/image/cef17cd69dfa53e5624bebcb4a1006cd8039da62",1970-01-01
0.772,0.732,"A",-3.713,"minor",0.213,0.307,5.14e-06,0.106,0.295,100.048,"2XXMDz7SPZ4mSFN1PXfHUy",254383,4,"A minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Cuando Te Besé","Becky G","Cuando Te Besé","https://i.scdn.co/image/8c9608add90e0975f83334c639302ec0f7d50260",1970-01-01
0.754,0.805,"F#",-4.249,"major",0.0752,0.315,0,0.203,0.555,93.983,"48zFZh27QU5qsrBjn4C2FA",176133,4,"F# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Vaina Loca","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01
0.635,0.902,"C",-3.559,"major",0.109,0.172,0,0.125,0.286,102.063,"7ATATJztoWLcqDAcVVof0C",217822,4,"C major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","BEBE","6ix9ine","BEBE","https://i.scdn.co/image/1b3b042db2e90e99bea0489ae56afe87162d3f31",1970-01-01
0.786,0.764,"B",-2.935,"major",0.0798,0.122,0,0.102,0.913,90.979,"3ao3OVxHlb3C08vAaApUlm",163880,4,"B major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Imposible","Luis Fonsi","Imposible","https://i.scdn.co/image/3d81608e0cb052b1ecc7581562c2a4b47360e1bf",1970-01-01
0.749,0.752,"F#",-4.883,"major",0.345,0.31,0,0.232,0.901,180.049,"62o8KoI44JfN7aYxgTnPvh",183753,4,"F# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Mala Mía","Maluma","Mala Mía","https://i.scdn.co/image/32fa84719ed9daa4c5774039a3cfed584efab92d",1970-01-01
0.684,0.811,"G",-4.494,"major",0.0714,0.161,0.000363,0.0871,0.721,87.866,"5qFeMRz4TvetPmzjre9Dq7",250840,4,"G major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","No Es Justo","J Balvin","Vibras","https://i.scdn.co/image/cc56f48efc4285caaa8e895337846f5174bf3989",1970-01-01
0.686,0.807,"C#",-3.324,"major",0.0613,0.0481,0,0.0652,0.63,183.971,"2zDj4WjbNDmrRL6Z4YjjCA",227476,4,"C# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Amigos Con Derechos","Reik","Amigos Con Derechos","https://i.scdn.co/image/a47d905d921bf548e3b162522d0b7ef3d0fa36f7",1970-01-01
0.903,0.675,"B",-3.445,"minor",0.214,0.542,1.28e-05,0.0595,0.442,96.507,"3V8UKqhEK5zBkBb6d6ub8i",417920,4,"B minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Te Boté - Remix","Nio Garcia","Te Boté (Remix)","https://i.scdn.co/image/1ca684c46146b4685481f55d7bb0711c1ae7f9aa",1970-01-01
0.773,0.57,"G#",-3.482,"major",0.113,0.372,0.00524,0.108,0.772,95.038,"3rPAD722s5FFNnwjC91t7Z",187125,4,"G# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Quiere Beber","Anuel Aa","Real Hasta la Muerte","https://i.scdn.co/image/a196139b2a6a8831dff79a06a102131d665c7ac0",1970-01-01
0.791,0.745,"B",-3.695,"minor",0.0464,0.354,2.93e-05,0.104,0.82,94.014,"2ijef6ni2amuunRoKTlgww",188560,4,"B minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Sin Pijama","Becky G","Sin Pijama","https://i.scdn.co/image/e8a4b24f1136afdb2b905f8e3a52c51e2082b7b2",1970-01-01
0.512,0.452,"F",-7.217,"minor",0.124,0.16,0,0.0672,0.364,80.04,"7nD2JPaxIKUdxd2UWgnaGL",367680,4,"F minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Toda - Remix","Alex Rose","Toda (Remix)","https://i.scdn.co/image/96f875ef18f215ce719603444a6e78221866adf8",1970-01-01
0.728,0.801,"G#",-2.942,"minor",0.0683,0.279,4.71e-06,0.143,0.416,130.059,"6q8Lb50EtqNeeJXXe8mMAH",226627,4,"G# minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Culpables","Karol G","Culpables","https://i.scdn.co/image/79ff320b154218723a5e19b3f44a6f4d49ffdc01",1970-01-01
0.79,0.858,"D",-2.78,"major",0.0471,0.303,0,0.61,0.79,92.05,"6XBjCetHKdO5L9cwMDVffw",192000,4,"D major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Hipócrita","Anuel Aa","Real Hasta la Muerte","https://i.scdn.co/image/a196139b2a6a8831dff79a06a102131d665c7ac0",1970-01-01
0.836,0.799,"G",-4.247,"minor",0.0873,0.187,0,0.092,0.772,94.033,"00EPIEnX1JFjff8sC6bccd",217653,4,"G minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","No Me Acuerdo","Thalía","No Me Acuerdo","https://i.scdn.co/image/fc81b281b29b6d71589e6702ac353688d69d4af1",1970-01-01
0.691,0.71,"F",-5.144,"major",0.334,0.254,0,0.108,0.726,192.046,"1h9P5WJwyvK8OB7O2YiXgp",200747,4,"F major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Ibiza","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01
0.845,0.663,"A#",-5.233,"minor",0.27,0.614,0,0.114,0.508,94.215,"6rbhaJsE4uLzpPf8WYSHDK",187213,4,"A# minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Asesina","Brytiago","Asesina","https://i.scdn.co/image/eff197012f745482281ceba8a7cd9fbffcff7cda",1970-01-01
0.825,0.69,"A#",-4.252,"minor",0.226,0.589,0,0.413,0.516,94.194,"59PYgzOiOjGDzjDT5N5oOX",327467,4,"A# minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Asesina - Remix","Brytiago","Asesina (Remix)","https://i.scdn.co/image/347f8d22d1349a3ef1bc838d56e2fa88a39a71c4",1970-01-01
0.751,0.665,"G#",-3.083,"major",0.124,0.265,0,0.0515,0.698,95.239,"2cYnZNzFRFK0H7vSNxPsUq",219357,4,"G# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Ella Quiere Beber - Remix","Anuel Aa","Ella Quiere Beber (Remix)","https://i.scdn.co/image/347fcbc44ad7f79677612b9a33c8d650fe5c6a04",1970-01-01
0.744,0.894,"C#",-3.685,"major",0.0769,0.0627,3.71e-06,0.108,0.729,92.018,"3aUTkuo4ObA6QPtZSu5NBq",208947,4,"C# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Reggaetón en lo Oscuro","Wisin & Yandel","Reggaetón en lo Oscuro","https://i.scdn.co/image/ecb507213696421853ab56663bb50eb2dcef66bb",1970-01-01
0.8,0.841,"F",-2.817,"minor",0.0524,0.0273,0,0.291,0.798,94.021,"17UUYZ290omPaJY4wKeyHh",170133,4,"F minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Me Dijeron","Ozuna","Aura","https://i.scdn.co/image/45adb654d206d13869be601bed4ecb57356e09be",1970-01-01
0.715,0.872,"F#",-3.501,"major",0.0547,0.154,0.000146,0.11,0.682,96.939,"1mT47pKLXUwPYGwB91GcNz",212493,4,"F# major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Créeme","Karol G","Créeme","https://i.scdn.co/image/e348c872feeb4bf7465a35ac0e886365ced6faf1",1970-01-01
0.786,0.65,"E",-6.839,"major",0.109,0.363,8.17e-05,0.122,0.712,92.975,"1DcxnVNFAyVl2sDQ646pXS",129040,4,"E major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","PPP","Kevin Roldan","PPP","https://i.scdn.co/image/1782c4188709b65e1c3af598325f9c9ef27a2719",1970-01-01
0.663,0.696,"A",-4.957,"minor",0.103,0.0561,3.77e-05,0.0778,0.738,180.113,"6JjPBQfI2Y8nIjnm65X6Pw",235747,4,"A minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","X - Remix","Nicky Jam","X (Remix)","https://i.scdn.co/image/6016ec443869a5709a427ef5861f998b61859c34",1970-01-01
0.732,0.758,"B",-1.694,"major",0.189,0.213,0,0.388,0.78,98.007,"1usoXi4f0BnMART4uActEA",202876,4,"B major","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Mocca - Remix","Lalo Ebratt","Mocca (Remix)","https://i.scdn.co/image/27da5c572adcd9e9635e2301945d8527fc376064",1970-01-01
0.8,0.355,"F#",-10.47,"minor",0.0895,0.616,0,0.118,0.253,145.929,"7dNwJbsT0sg1le5kVugGJb",228493,4,"F# minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Bubalu","DJ Luian","Bubalu","https://i.scdn.co/image/a1f4cda53eb9bfeae7c1d5e30e9fd3f425d84790",1970-01-01
0.816,0.726,"F",-3.998,"minor",0.129,0.099,0,0.372,0.65,136.048,"58q2HKrzhC3ozto2nDdN4z",253390,4,"F minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","I Like It","Cardi B","Invasion of Privacy","https://i.scdn.co/image/10c890602bb0c5e2076e29d10c1d3c4addaa152f",1970-01-01
0.817,0.74,"B",-4.566,"minor",0.283,0.266,0,0.0992,0.674,130.04,"2wRkBumdItthjYP9XknImg",215151,4,"B minor","Dominican Republic Top 50","https://charts-images.scdn.co/REGIONAL_DO_DEFAULT.jpg","Está Rico","Marc Anthony","Está Rico","https://i.scdn.co/image/d858eb4c9d939d4a9a2f70cd573d0426ea21a342",1970-01-01
